NodeID,PaperTitle,Type,Authors,PublicationYear,DOI
10.18653/v1/D19-1410,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks,ReferenceOfReference,"['Nils Reimers', 'Iryna Gurevych']",2019,10.18653/v1/D19-1410
10.1001/jamanetworkopen.2019.6700,Quantifying Sex Bias in Clinical Studies at Scale With Automated Data Extraction,ReferenceOfReference,"['Sergey Feldman', 'Bridger Waleed Ammar', 'Kyle Lo', 'E. Trepman', 'Madeleine van Zuylen', 'Oren Etzioni']",2019,10.1001/jamanetworkopen.2019.6700
10.18653/v1/P19-1442,DisSent: Learning Sentence Representations from Explicit Discourse Relations,ReferenceOfReference,"['Allen Nie', 'Erin D. Bennett', 'Noah D. Goodman']",2019,10.18653/v1/P19-1442
10.18653/v1/P19-1512,Improving Textual Network Embedding with Global Attention via Optimal Transport,ReferenceOfReference,"['Liqun Chen', 'Guoyin Wang', 'Chenyang Tao', 'Dinghan Shen', 'Pengyu Cheng', 'Xinyuan Zhang', 'Wenlin Wang', 'Yizhe Zhang', 'L. Carin']",2019,10.18653/v1/P19-1512
10.1145/3308558.3313700,A Scalable Hybrid Research Paper Recommender System for Microsoft Academic,ReferenceOfReference,"['Anshul Kanakia', 'Zhihong Shen', 'Darrin Eide', 'Kuansan Wang']",2019,10.1145/3308558.3313700
10.1007/s11192-020-03561-y,A context-aware citation recommendation model with BERT and graph convolutional networks,ReferenceOfReference,"['Chanwoo Jeong', 'Sion Jang', 'Hyuna Shin', 'Eunjeong Lucy Park', 'Sungchul Choi']",2019,10.1007/s11192-020-03561-y
10.1145/3289600.3291017,Estimating Position Bias without Intrusive Interventions,ReferenceOfReference,"['Aman Agarwal', 'Ivan Zaitsev', 'Xuanhui Wang', 'Cheng Li', 'Marc Najork', 'T. Joachims']",2018,10.1145/3289600.3291017
10.18653/v1/D18-1482,Word Mover’s Embedding: From Word2Vec to Document Embedding,ReferenceOfReference,"['Lingfei Wu', 'I. E. Yen', 'Kun Xu', 'Fangli Xu', 'Avinash Balakrishnan', 'Pin-Yu Chen', 'Pradeep Ravikumar', 'M. Witbrock']",2018,10.18653/v1/D18-1482
10.1145/3269206.3271800,From Neural Re-Ranking to Neural Ranking: Learning a Sparse Representation for Inverted Indexing,ReferenceOfReference,"['Hamed Zamani', 'Mostafa Dehghani', 'W. Bruce Croft', 'E. Learned-Miller', 'J. Kamps']",2018,10.1145/3269206.3271800
10.18653/v1/D18-1209,Improved Semantic-Aware Network Embedding with Fine-Grained Word Alignment,ReferenceOfReference,"['Dinghan Shen', 'Xinyuan Zhang', 'Ricardo Henao', 'L. Carin']",2018,10.18653/v1/D18-1209
10.1007/978-3-319-97289-3_20,Research Paper Recommender Systems on Big Scholarly Data,ReferenceOfReference,"['T. Chen', 'Maria R. Lee']",2018,10.1007/978-3-319-97289-3_20
10.18653/v1/N18-1022,Content-Based Citation Recommendation,ReferenceOfReference,"['Chandra Bhagavatula', 'Sergey Feldman', 'Russell Power', 'Bridger Waleed Ammar']",2018,10.18653/v1/N18-1022
10.18653/v1/P17-1158,CANE: Context-Aware Network Embedding for Relation Modeling,ReferenceOfReference,"['Cunchao Tu', 'Han Liu', 'Zhiyuan Liu', 'Maosong Sun']",2017,10.18653/v1/P17-1158
10.18653/v1/D17-1070,Supervised Learning of Universal Sentence Representations from Natural Language Inference Data,ReferenceOfReference,"['Alexis Conneau', 'Douwe Kiela', 'Holger Schwenk', 'Loïc Barrault', 'Antoine Bordes']",2017,10.18653/v1/D17-1070
10.1109/IJCNN.2017.7966147,A model of extended paragraph vector for document categorization and trend analysis,ReferenceOfReference,"['Pengfei Liu', 'King Keung Wu', 'H. Meng']",2017,10.1109/IJCNN.2017.7966147
10.18653/v1/N18-1101,A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,ReferenceOfReference,"['Adina Williams', 'Nikita Nangia', 'Samuel R. Bowman']",2017,10.18653/v1/N18-1101
10.18653/v1/W16-1609,An Empirical Evaluation of doc2vec with Practical Insights into Document Embedding Generation,ReferenceOfReference,"['Jey Han Lau', 'Timothy Baldwin']",2016,10.18653/v1/W16-1609
10.1162/tacl_a_00051,Enriching Word Vectors with Subword Information,ReferenceOfReference,"['Piotr Bojanowski', 'Edouard Grave', 'Armand Joulin', 'Tomas Mikolov']",2016,10.1162/tacl_a_00051
10.1145/2911451.2914717,Doc2Sent2Vec: A Novel Two-Phase Approach for Learning Document Representation,ReferenceOfReference,"['Ganesh Jawahar', 'Manish Gupta', 'Vasudeva Varma']",2016,10.1145/2911451.2914717
10.5555/1953048.2078195,Scikit-learn: Machine Learning in Python,ReferenceOfReference,"['Fabian Pedregosa', 'G. Varoquaux', 'Alexandre Gramfort', 'V. Michel', 'B. Thirion', 'O. Grisel', 'Mathieu Blondel', 'Gilles Louppe', 'P. Prettenhofer', 'Ron Weiss', 'Ron J. Weiss', 'J. Vanderplas', 'Alexandre Passos', 'D. Cournapeau', 'M. Brucher', 'M. Perrot', 'E. Duchesnay']",2011,10.5555/1953048.2078195
10.1186/1471-2105-11-492,The structural and content aspects of abstracts versus bodies of full text journal articles are different,ReferenceOfReference,"['K. Cohen', 'Helen L. Johnson', 'Karin M. Verspoor', 'Christophe Roeder', 'L. Hunter']",2010,10.1186/1471-2105-11-492
10.1186/1471-2105-10-46,Is searching full text more effective than searching abstracts?,ReferenceOfReference,['Jimmy J. Lin'],2009,10.1186/1471-2105-10-46
10.1093/BIOINFORMATICS/BTH291,Distribution of information in biomedical abstracts and full-text publications,ReferenceOfReference,"['M. Schuemie', 'M. Weeber', 'Bob J. A. Schijvenaars', 'E. V. Mulligen', 'C. C. V. D. Eijk', 'Rob Jelier', 'B. Mons', 'J. Kors']",2004,10.1093/BIOINFORMATICS/BTH291
10.1109/TNNLS.2020.2978386,A Comprehensive Survey on Graph Neural Networks,ReferenceOfReference,"['Zonghan Wu', 'Shirui Pan', 'Fengwen Chen', 'Guodong Long', 'Chengqi Zhang', 'Philip S. Yu']",2019,10.1109/TNNLS.2020.2978386
10.5555/2627435.2697068,Accelerating t-SNE using tree-based algorithms,ReferenceOfReference,['L. Maaten'],2014,10.5555/2627435.2697068
10.1007/978-3-540-72079-9_9,Collaborative Filtering Recommender Systems,ReferenceOfReference,"['J. Schafer', 'Dan Frankowski', 'Jonathan L. Herlocker', 'Shilad Sen']",2007,10.1007/978-3-540-72079-9_9
10.1002/asi.20274,Identifying a better measure of relatedness for mapping science,ReferenceOfReference,"['R. Klavans', 'K. Boyack']",2006,10.1002/asi.20274
10.1145/3487553.3524653,Assessing Network Representations for Identifying Interdisciplinarity,Reference,Eoghan Cunningham and Derek Greene,2022,10.1145/3487553.3524653
10.1162/qss_a_00014,Practical method to reclassify Web of Science articles into unique subject categories and broad disciplines,ReferenceOfReference,['Stasa Milojevic'],2020,10.1162/qss_a_00014
10.1057/s41599-019-0352-4,Interdisciplinarity revisited: evidence for research impact and dynamism,ReferenceOfReference,['K. Okamura'],2019,10.1057/s41599-019-0352-4
10.2478/jdis-2019-0010,Node2vec Representation for Clustering Journals and as A Possible Measure of Diversity,ReferenceOfReference,"['Zhesi Shen', 'Fuyou Chen', 'Liying Yang', 'Jinshan Wu']",2019,10.2478/jdis-2019-0010
10.1016/j.joi.2018.09.001,A comparison of two approaches for measuring interdisciplinary research output: The disciplinary diversity of authors vs the disciplinary diversity of the reference list,ReferenceOfReference,"['G. Abramo', 'Ciriaco Andrea D’Angelo', 'Lin Zhang']",2018,10.1016/j.joi.2018.09.001
10.1177/0001839216665364,Prominent but Less Productive,ReferenceOfReference,"['E. Leahey', 'Christine M. Beckman', 'Taryn Stanko']",2015,10.1177/0001839216665364
10.1038/525306A,Interdisciplinary research by the numbers,ReferenceOfReference,['Richard Van Noorden'],2015,10.1038/525306A
10.1371/journal.pone.0122565,Long-Distance Interdisciplinarity Leads to Higher Scientific Impact,ReferenceOfReference,"['V. Larivière', 'S. Haustein', 'K. Börner']",2015,10.1371/journal.pone.0122565
10.1007/s11192-008-2197-2,Is science becoming more interdisciplinary? Measuring and mapping six research fields over time,ReferenceOfReference,"['Alan L. Porter', 'Ismael Ràfols']",2009,10.1007/s11192-008-2197-2
10.1007/s11192-009-0041-y,Diversity and network coherence as indicators of interdisciplinarity: case studies in bionanoscience,ReferenceOfReference,"['Ismael Rafols', 'M. Meyer']",2009,10.1007/s11192-009-0041-y
10.1073/pnas.0706851105,Maps of random walks on complex networks reveal community structure,ReferenceOfReference,"['M. Rosvall', 'Carl T. Bergstrom']",2007,10.1073/pnas.0706851105
10.1007/s11192-007-1700-5,Measuring researcher interdisciplinarity,ReferenceOfReference,"['A. Porter', 'A. Porter', 'Alex S. Cohen', 'J. Roessner', 'Marty Perreault']",2007,10.1007/s11192-007-1700-5
10.1007/978-1-4899-7687-1_100268,Link-Based Classification,ReferenceOfReference,"['Qing Lu', 'L. Getoor']",2003,10.1007/978-1-4899-7687-1_100268
10.1073/pnas.122653799,Community structure in social and biological networks,ReferenceOfReference,"['M. Girvan', 'M. Newman']",2001,10.1073/pnas.122653799
10.1023/A:1009953814988,Automating the Construction of Internet Portals with Machine Learning,ReferenceOfReference,"['A. McCallum', 'K. Nigam', 'Jason D. M. Rennie', 'K. Seymore']",2000,10.1023/A:1009953814988
10.1007/BF02016934,An indicator of cross-disciplinary research,ReferenceOfReference,"['A. Porter', 'D. Chubin']",1985,10.1007/BF02016934
10.1017/CBO9780511815478,Social Network Analysis: Methods and Applications,ReferenceOfReference,"['S. Wasserman', 'Katherine Faust']",1994,10.1017/CBO9780511815478
10.1007/978-3-031-21127-0_30,The Structure of Interdisciplinary Science: Uncovering and Explaining Roles in Citation Graphs,Reference,Eoghan Cunningham and Derek Greene,2023,10.1007/978-3-031-21127-0_30
10.1109/ACCESS.2018.2870052,Peeking Inside the Black-Box: A Survey on Explainable Artificial Intelligence (XAI),ReferenceOfReference,"['Amina Adadi', 'Mohammed Berrada']",2018,10.1109/ACCESS.2018.2870052
10.1111/rssb.12377,Visualizing the Effects of Predictor Variables in Black Box Supervised Learning Models,ReferenceOfReference,"['Daniel W. Apley', 'Jingyu Zhu']",2020,10.1111/rssb.12377
10.1023/A:1010933404324,Random Forests,ReferenceOfReference,['Leo Breiman'],2001,10.1023/A:1010933404324
10.1017/nws.2013.12,Characterizing ego-networks using motifs,ReferenceOfReference,"['PÁDRAIG CUNNINGHAM', 'MARTIN HARRIGAN', 'GUANGYU WU', ""DEREK O'CALLAGHAN""]",2013,10.1017/nws.2013.12
10.1145/3219819.3220025,Learning Structural Node Embeddings via Diffusion Wavelets,ReferenceOfReference,"['Claire Donnat', 'Marinka Zitnik', 'David Hallac', 'Jure Leskovec']",2018,10.1145/3219819.3220025
10.1214/aos/1013203451,Greedy function approximation: A gradient boosting machine.,ReferenceOfReference,['Jerome H. Friedman'],2001,10.1214/aos/1013203451
10.1145/2339530.2339723,RolX,ReferenceOfReference,"['Keith Henderson', 'Brian Gallagher', 'Tina Eliassi-Rad', 'Hanghang Tong', 'Sugato Basu', 'Leman Akoglu', 'Danai Koutra', 'Christos Faloutsos', 'Lei Li']",2012,10.1145/2339530.2339723
10.1371/journal.pone.0171428,Combinatorial algorithm for counting small induced graphs and orbits,ReferenceOfReference,"['Tomaž Hočevar', 'Janez Demšar']",2017,10.1371/journal.pone.0171428
10.1126/science.298.5594.824,Network Motifs: Simple Building Blocks of Complex Networks,ReferenceOfReference,"['R. Milo', 'S. Shen-Orr', 'S. Itzkovitz', 'N. Kashtan', 'D. Chklovskii', 'U. Alon']",2002,10.1126/science.298.5594.824
10.1037/10648-000,Who shall survive?: A new approach to the problem of human interrelations.,ReferenceOfReference,['J. L. Moreno'],1934,10.1037/10648-000
10.1093/bioinformatics/btl301,Biological network comparison using graphlet degree distribution,ReferenceOfReference,['Nataša Pržulj'],2007,10.1093/bioinformatics/btl301
10.1109/TKDE.2014.2349913,Role Discovery in Networks,ReferenceOfReference,"['Ryan A. Rossi', 'Nesreen K. Ahmed']",2015,10.1109/TKDE.2014.2349913
10.1145/3397191,On Proximity and Structural Role-based Embeddings in Networks,ReferenceOfReference,"['Ryan A. Rossi', 'Di Jin', 'Sungchul Kim', 'Nesreen K. Ahmed', 'Danai Koutra', 'John Boaz Lee']",2020,10.1145/3397191
10.1016/0377-0427(87)90125-7,Silhouettes: A graphical aid to the interpretation and validation of cluster analysis,ReferenceOfReference,['Peter J. Rousseeuw'],1987,10.1016/0377-0427(87)90125-7
10.1007/978-3-030-93409-5_25,Selecting Informative Features for Post-hoc Community Explanation,ReferenceOfReference,"['Sophie Sadler', 'Derek Greene', 'Daniel Archambault']",2022,10.1007/978-3-030-93409-5_25
10.1098/rsif.2007.0213,"A general framework for analysing diversity in science, technology and society",ReferenceOfReference,['Andy Stirling'],2007,10.1098/rsif.2007.0213
10.1038/525306a,Interdisciplinary research by the numbers,ReferenceOfReference,['Richard Van Noorden'],2015,10.1038/525306a
10.18653/v1/n19-1423,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,Reference,"Jacob Devlin, Ming-Wei Chang, Kenton Lee, and Kristina Toutanova",2019,10.18653/v1/n19-1423
10.18653/v1/P18-1158,Multi-Granularity Hierarchical Attention Fusion Networks for Reading Comprehension and Question Answering,ReferenceOfReference,"['Wei Wang', 'Chen Wu', 'Ming Yan']",2018,10.18653/v1/P18-1158
10.18653/v1/D18-1217,Semi-Supervised Sequence Modeling with Cross-View Training,ReferenceOfReference,"['Kevin Clark', 'Minh-Thang Luong', 'Christopher D. Manning', 'Quoc V. Le']",2018,10.18653/v1/D18-1217
10.18653/v1/D18-1179,Dissecting Contextual Word Embeddings: Architecture and Representation,ReferenceOfReference,"['Matthew E. Peters', 'Mark Neumann', 'Luke Zettlemoyer', 'Wen-tau Yih']",2018,10.18653/v1/D18-1179
10.18653/v1/D18-1009,SWAG: A Large-Scale Adversarial Dataset for Grounded Commonsense Inference,ReferenceOfReference,"['Rowan Zellers', 'Yonatan Bisk', 'Roy Schwartz', 'Yejin Choi']",2018,10.18653/v1/D18-1009
10.1609/aaai.v33i01.33013159,Character-Level Language Modeling with Deeper Self-Attention,ReferenceOfReference,"['Rami Al-Rfou', 'Dokook Choe', 'Noah Constant', 'Mandy Guo', 'Llion Jones']",2018,10.1609/aaai.v33i01.33013159
10.1162/tacl_a_00290,Neural Network Acceptability Judgments,ReferenceOfReference,"['Alex Warstadt', 'Amanpreet Singh', 'Samuel R. Bowman']",2018,10.1162/tacl_a_00290
10.18653/v1/W18-5446,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,ReferenceOfReference,"['Alex Wang', 'Amanpreet Singh', 'Julian Michael', 'Felix Hill', 'Omer Levy', 'Samuel R. Bowman']",2018,10.18653/v1/W18-5446
10.18653/v1/P18-1078,Simple and Effective Multi-Paragraph Reading Comprehension,ReferenceOfReference,"['Christopher Clark', 'Matt Gardner']",2017,10.18653/v1/P18-1078
10.18653/v1/S17-2001,SemEval-2017 Task 1: Semantic Textual Similarity Multilingual and Crosslingual Focused Evaluation,ReferenceOfReference,"['Daniel Matthew Cer', 'Mona T. Diab', 'Eneko Agirre', 'I. Lopez-Gazpio', 'Lucia Specia']",2017,10.18653/v1/S17-2001
10.24963/ijcai.2018/570,Reinforced Mnemonic Reader for Machine Reading Comprehension,ReferenceOfReference,"['Minghao Hu', 'Yuxing Peng', 'Zhen Huang', 'Xipeng Qiu', 'Furu Wei', 'M. Zhou']",2017,10.24963/ijcai.2018/570
10.18653/v1/P17-1147,TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension,ReferenceOfReference,"['Mandar Joshi', 'Eunsol Choi', 'Daniel S. Weld', 'Luke Zettlemoyer']",2017,10.18653/v1/P17-1147
10.18653/v1/P17-1161,Semi-supervised sequence tagging with bidirectional language models,ReferenceOfReference,"['Matthew E. Peters', 'Bridger Waleed Ammar', 'Chandra Bhagavatula', 'Russell Power']",2017,10.18653/v1/P17-1161
10.18653/v1/K16-1006,context2vec: Learning Generic Context Embedding with Bidirectional LSTM,ReferenceOfReference,"['Oren Melamud', 'J. Goldberger', 'Ido Dagan']",2016,10.18653/v1/K16-1006
10.18653/v1/D16-1264,"SQuAD: 100,000+ Questions for Machine Comprehension of Text",ReferenceOfReference,"['Pranav Rajpurkar', 'Jian Zhang', 'Konstantin Lopyrev', 'Percy Liang']",2016,10.18653/v1/D16-1264
10.18653/v1/D16-1244,A Decomposable Attention Model for Natural Language Inference,ReferenceOfReference,"['Ankur P. Parikh', 'Oscar Täckström', 'Dipanjan Das', 'Jakob Uszkoreit']",2016,10.18653/v1/D16-1244
10.18653/v1/N16-1162,Learning Distributed Representations of Sentences from Unlabelled Data,ReferenceOfReference,"['Felix Hill', 'Kyunghyun Cho', 'A. Korhonen']",2016,10.18653/v1/N16-1162
10.18653/v1/D15-1075,A large annotated corpus for learning natural language inference,ReferenceOfReference,"['Samuel R. Bowman', 'Gabor Angeli', 'Christopher Potts', 'Christopher D. Manning']",2015,10.18653/v1/D15-1075
10.1109/ICCV.2015.11,Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books,ReferenceOfReference,"['Yukun Zhu', 'Ryan Kiros', 'R. Zemel', 'R. Salakhutdinov', 'R. Urtasun', 'A. Torralba', 'S. Fidler']",2015,10.1109/ICCV.2015.11
10.3115/v1/D14-1162,GloVe: Global Vectors for Word Representation,ReferenceOfReference,"['Jeffrey Pennington', 'R. Socher', 'Christopher D. Manning']",2014,10.3115/v1/D14-1162
10.21437/Interspeech.2014-564,One billion word benchmark for measuring progress in statistical language modeling,ReferenceOfReference,"['Ciprian Chelba', 'Tomas Mikolov', 'M. Schuster', 'Qi Ge', 'T. Brants', 'P. Koehn', 'T. Robinson']",2013,10.21437/Interspeech.2014-564
10.18653/v1/d13-1170,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,ReferenceOfReference,"['R. Socher', 'Alex Perelygin', 'Jean Wu', 'Jason Chuang', 'Christopher D. Manning', 'A. Ng', 'Christopher Potts']",2013,10.18653/v1/d13-1170
10.3233/978-1-60750-049-0-551,Natural Language Understanding,ReferenceOfReference,['A. Sciullo'],2009,10.3233/978-1-60750-049-0-551
10.1109/CVPR.2009.5206848,ImageNet: A large-scale hierarchical image database,ReferenceOfReference,"['Jia Deng', 'Wei Dong', 'R. Socher', 'Li-Jia Li', 'K. Li', 'Li Fei-Fei']",2009,10.1109/CVPR.2009.5206848
10.1145/1390156.1390177,A unified architecture for natural language processing: deep neural networks with multitask learning,ReferenceOfReference,"['R. Collobert', 'J. Weston']",2008,10.1145/1390156.1390177
10.1145/1390156.1390294,Extracting and composing robust features with denoising autoencoders,ReferenceOfReference,"['Pascal Vincent', 'H. Larochelle', 'Yoshua Bengio', 'Pierre-Antoine Manzagol']",2008,10.1145/1390156.1390294
10.3115/1610075.1610094,Domain Adaptation with Structural Correspondence Learning,ReferenceOfReference,"['John Blitzer', 'Ryan T. McDonald', 'Fernando C Pereira']",2006,10.3115/1610075.1610094
10.3115/1119176.1119195,Introduction to the CoNLL-2003 Shared Task: Language-Independent Named Entity Recognition,ReferenceOfReference,"['E. Tjong Kim Sang', 'F. D. Meulder']",2003,10.3115/1119176.1119195
10.1177/107769905303000401,“Cloze Procedure”: A New Tool for Measuring Readability,ReferenceOfReference,['W. L. Taylor'],1953,10.1177/107769905303000401
10.1109/ICDE.2017.35,Scalable Temporal Latent Space Inference for Link Prediction in Dynamic Social Networks (Extended Abstract),ReferenceOfReference,"['Linhong Zhu', 'Dong Guo', 'Junming Yin', 'G. V. Steeg', 'A. Galstyan']",2017,10.1109/ICDE.2017.35
10.1145/3018661.3018667,Label Informed Attributed Network Embedding,ReferenceOfReference,"['Xiao Huang', 'Jundong Li', 'Xia Hu']",2017,10.1145/3018661.3018667
10.1145/2020408.2020566,Compression of weighted graphs,ReferenceOfReference,"['Hannu (TT) Toivonen', 'Fang Zhou', 'Aleksi Hartikainen', 'Atte Hinkka']",2011,10.1145/2020408.2020566
10.1016/j.patcog.2010.11.015,Recent advances in graph-based pattern recognition with applications in document analysis,ReferenceOfReference,"['H. Bunke', 'Kaspar Riesen']",2011,10.1016/j.patcog.2010.11.015
10.1038/NPRE.2011.5627.1,The BioGRID Interaction Database,ReferenceOfReference,"['M. Livstone', 'Bobby-Joe Breitkreutz', 'Chris Stark', 'Lorrie Boucher', 'A. Chatr-aryamontri', 'R. Oughtred', 'Julie Nixon', 'T. Reguly', 'J. Rust', 'Andrew G. Winter', 'K. Dolinski', 'M. Tyers']",2011,10.1038/NPRE.2011.5627.1
10.1007/978-1-4419-8462-3_5,Node Classification in Social Networks,ReferenceOfReference,"['Smriti Bhagat', 'Graham Cormode', 'S. Muthukrishnan']",2011,10.1007/978-1-4419-8462-3_5
10.1016/j.physa.2010.11.027,Link Prediction in Complex Networks: A Survey,ReferenceOfReference,"['Linyuan Lu', 'Tao Zhou']",2010,10.1016/j.physa.2010.11.027
10.1109/JPROC.2010.2044470,Sparse Representation for Computer Vision and Pattern Recognition,ReferenceOfReference,"['John Wright', 'Yi Ma', 'J. Mairal', 'G. Sapiro', 'Thomas S. Huang', 'Shuicheng Yan']",2010,10.1109/JPROC.2010.2044470
10.1145/1645953.1646094,Scalable learning of collective behavior based on sparse social dimensions,ReferenceOfReference,"['Lei Tang', 'Huan Liu']",2009,10.1145/1645953.1646094
10.14778/1687627.1687709,Graph Clustering Based on Structural/Attribute Similarities,ReferenceOfReference,"['Yang Zhou', 'Hong Cheng', 'J. Yu']",2009,10.14778/1687627.1687709
10.1145/1557019.1557109,Relational learning via latent social dimensions,ReferenceOfReference,"['Lei Tang', 'Huan Liu']",2009,10.1145/1557019.1557109
10.1109/CVPR.2008.4587665,Non-negative graph embedding,ReferenceOfReference,"['Jianchao Yang', 'Shuicheng Yan', 'Yun Fu', 'Xuelong Li', 'Thomas S. Huang']",2008,10.1109/CVPR.2008.4587665
10.1145/1376616.1376661,Graph summarization with bounded error,ReferenceOfReference,"['Saket Navlakha', 'R. Rastogi', 'Nisheeth Shrivastava']",2008,10.1145/1376616.1376661
10.1145/1376616.1376675,Efficient aggregation for graph summarization,ReferenceOfReference,"['Yuanyuan Tian', 'R. Hankins', 'J. Patel']",2008,10.1145/1376616.1376675
10.1038/nature06830,Hierarchical structure and the prediction of missing links in networks,ReferenceOfReference,"['A. Clauset', 'Cristopher Moore', 'M. Newman']",2008,10.1038/nature06830
10.1145/1367497.1367618,Video suggestion and discovery for youtube: taking random walks through the view graph,ReferenceOfReference,"['S. Baluja', 'Rohan Seth', 'D. Sivakumar', 'Yushi Jing', 'J. Yagnik', 'Shankar Kumar', 'Deepak Ravichandran', 'M. Aly']",2008,10.1145/1367497.1367618
10.1093/nar/gkm1001,The BioGRID Interaction Database: 2008 update,ReferenceOfReference,"['Bobby-Joe Breitkreutz', 'Chris Stark', 'T. Reguly', 'Lorrie Boucher', 'A. Breitkreutz', 'M. Livstone', 'R. Oughtred', 'D. Lackner', 'J. Bähler', 'V. Wood', 'K. Dolinski', 'M. Tyers']",2007,10.1093/nar/gkm1001
10.1145/1281192.1281280,SCAN: a structural clustering algorithm for networks,ReferenceOfReference,"['Xiaowei Xu', 'Nurcan Yuruk', 'Zhidan Feng', 'T. Schweiger']",2007,10.1145/1281192.1281280
10.1145/1348549.1348560,Applying link-based classification to label blogs,ReferenceOfReference,"['Smriti Bhagat', 'Irina Rozenbaum', 'Graham Cormode']",2007,10.1145/1348549.1348560
10.1145/1273496.1273503,The rendezvous algorithm: multiclass semi-supervised learning with Markov random walks,ReferenceOfReference,['Arik Azran'],2007,10.1145/1273496.1273503
10.1007/978-3-540-72903-7_35,Graph Embedding in Vector Spaces by Means of Prototype Selection,ReferenceOfReference,"['Kaspar Riesen', 'M. Neuhaus', 'H. Bunke']",2007,10.1007/978-3-540-72903-7_35
10.1109/TKDE.2007.46,Random-Walk Computation of Similarities between Nodes of a Graph with Application to Collaborative Recommendation,ReferenceOfReference,"['François Fouss', 'Alain Pirotte', 'J. Renders', 'M. Saerens']",2007,10.1109/TKDE.2007.46
10.7551/mitpress/7503.003.0199,Stochastic Relational Models for Discriminative Link Prediction,ReferenceOfReference,"['Kai Yu', 'Wei Chu', 'Shipeng Yu', 'Volker Tresp', 'Zhao Xu']",2006,10.7551/mitpress/7503.003.0199
10.1145/1217299.1217301,Graph evolution: Densification and shrinking diameters,ReferenceOfReference,"['J. Leskovec', 'J. Kleinberg', 'C. Faloutsos']",2006,10.1145/1217299.1217301
10.1002/9781118548387,Applied Logistic Regression: Hosmer/Applied Logistic Regression,ReferenceOfReference,"['D. Hosmer', 'S. Lemeshow', 'Rodney X. Sturdivant']",2005,10.1002/9781118548387
10.1002/0471602396.CH14,PRINCIPAL COMPONENT ANALYSIS AND FACTOR ANALYSIS,ReferenceOfReference,"['G. Belle', 'L. Fisher', 'P. Heagerty', 'T. Lumley']",2004,10.1002/0471602396.CH14
10.1145/980972.980992,Overview of the 2003 KDD Cup,ReferenceOfReference,"['J. Gehrke', 'P. Ginsparg', 'J. Kleinberg']",2003,10.1145/980972.980992
10.1145/956863.956972,The link prediction problem for social networks,ReferenceOfReference,"['David Liben-Nowell', 'Jon M. Kleinberg']",2003,10.1145/956863.956972
10.1016/j.socnet.2004.11.009,A measure of betweenness centrality based on random walks,ReferenceOfReference,['M. Newman'],2003,10.1016/j.socnet.2004.11.009
10.1103/PhysRevE.69.026113,Finding and evaluating community structure in networks.,ReferenceOfReference,"['Mark Newman', 'Mark Newman', 'Michelle Girvan', 'Michelle Girvan']",2003,10.1103/PhysRevE.69.026113
10.1016/S0378-8733(03)00009-1,Friends and neighbors on the Web,ReferenceOfReference,"['Lada A. Adamic', 'Eytan Adar']",2003,10.1016/S0378-8733(03)00009-1
10.1109/ICDM.2001.989507,A min-max cut algorithm for graph partitioning and data clustering,ReferenceOfReference,"['C. Ding', 'Xiaofeng He', 'H. Zha', 'Ming Gu', 'H. Simon']",2001,10.1109/ICDM.2001.989507
10.1098/rspb.2001.1800,The small world of human language,ReferenceOfReference,"['R. F. Cancho', 'R. V. Solé']",2001,10.1098/rspb.2001.1800
10.7551/mitpress/1120.003.0080,Laplacian Eigenmaps and Spectral Techniques for Embedding and Clustering,ReferenceOfReference,"['M. Belkin', 'P. Niyogi']",2001,10.7551/mitpress/1120.003.0080
10.1126/SCIENCE.290.5500.2319,A global geometric framework for nonlinear dimensionality reduction.,ReferenceOfReference,"['J. Tenenbaum', 'V. Silva', 'John C. Langford']",2000,10.1126/SCIENCE.290.5500.2319
10.1002/0471667196.ess1206,IEEE Transactions on Pattern Analysis and Machine Intelligence,ReferenceOfReference,['King-Sun Fu'],2004,10.1002/0471667196.ess1206
10.1002/1097-024X(200009)30:11%3C1203::AID-SPE338%3E3.0.CO;2-N,An open graph visualization system and its applications to software engineering,ReferenceOfReference,"['E. Gansner', 'S. North']",2000,10.1002/1097-024X(200009)30:11%3C1203::AID-SPE338%3E3.0.CO;2-N
10.1109/CVPR.1997.609407,Normalized cuts and image segmentation,ReferenceOfReference,"['Jianbo Shi', 'J. Malik']",1997,10.1109/CVPR.1997.609407
10.1109/65.587044,The changing environment for security protocols,ReferenceOfReference,['R. Needham'],1997,10.1109/65.587044
10.1007/BF01098364,The maximum clique problem,ReferenceOfReference,"['P. Pardalos', 'J. Xue']",1994,10.1007/BF01098364
10.1145/103418.103424,"Clique partitions, graph compression and speeding-up algorithms",ReferenceOfReference,"['T. Feder', 'R. Motwani']",1991,10.1145/103418.103424
10.1016/0893-6080(90)90005-6,Universal approximation of an unknown mapping and its derivatives using multilayer feedforward networks,ReferenceOfReference,"['K. Hornik', 'M. Stinchcombe', 'H. White']",1990,10.1016/0893-6080(90)90005-6
